ver_id,id
545753,2709
385823,2349
516481,2665
25303,2183
465536,2193
282341,2187
263514,2184
271995,2193
200512,2182
24014,2188
265785,2188
372257,2194
525888,2195
83053,2187
24840,2184
363845,2184
238120,2184
24203,2188
28949,2199
538910,2200
45961,2202
238126,2203
25487,2183
25487,2187
80840,2181
450653,2184
236218,2180
236218,2199
218108,2183
219475,2184
220833,2187
213374,2188
322730,2193
251846,2202
292485,2203
459120,2675
413127,2181
569785,2181
482202,2180
587290,2182
587290,2198
463957,2183
557430,2184
595846,2184
352813,2184
398923,2184
558636,2186
558636,2204
396910,2187
392954,2188
464484,2189
446477,2191
405567,2193
555487,2194
476644,2195
397678,2199
447165,2200
482384,2201
408819,2202
406222,2203
558497,2665
493133,2181
573514,2180
573514,2184
464065,2184
493136,2187
493049,2188
493138,2191
493137,2193
493134,2195
539280,2199
585830,2202
493130,2203
493135,2709
560625,2665
601341,2181
236497,2184
513992,2184
424438,2184
110022,2184
110022,2188
519521,2183
519521,2184
519521,2187
519521,2188
161629,2193
499094,2195
165228,2183
165228,2184
165228,2187
165228,2188
165228,2193
223741,2183
223741,2184
223741,2187
223741,2188
193173,2183
193173,2184
193173,2187
193173,2188
364441,2200
375108,2203
486468,2181
319189,2184
453165,2184
234037,2187
397714,2187
336554,2188
592405,2188
390767,2194
343322,2199
340448,2202
456099,2202
416833,2203
588748,2203
564169,2665
430560,2677
440546,2178
311998,2200
318197,2675
306539,2179
442487,2181
317550,2181
431317,2656
285519,2180
600519,2180
302209,2182
286271,2183
448718,2183
410352,2183
340024,2184
334247,2184
275858,2184
297040,2184
318273,2184
400262,2184
334023,2185
302570,2186
296602,2187
365501,2187
363317,2187
285517,2188
536708,2188
316206,2188
330032,2188
411693,2188
313812,2189
320552,2190
303673,2191
329709,2191
389381,2347
385885,2192
285521,2193
559670,2193
306540,2194
304664,2195
327192,2196
350592,2197
389408,2197
423119,2198
543628,2696
543628,2756
291464,2199
331224,2200
297842,2201
596882,2201
312853,2202
352369,2681
366488,2206
336589,2207
285520,2203
301967,2204
364470,2181
329674,2349
451700,2665
185330,2184
444305,2184
294454,2187
298995,2188
541382,2188
541383,2194
498011,2195
290400,2199
479672,2199
353966,2202
422815,2203
80862,2181
140109,2180
74875,2183
20625,2183
28529,2184
20872,2184
25705,2184
22502,2186
22325,2186
69600,2187
332305,2187
27303,2187
24460,2188
24462,2188
23943,2188
38957,2189
25572,2191
25347,2193
44929,2194
279375,2195
95867,2195
58080,2198
275548,2199
29218,2199
76342,2200
252327,2200
254021,2188
173314,2201
451891,2202
73254,2202
30410,2203
129549,2203
94201,2204
522462,2181
532568,2180
365766,2184
431395,2187
441765,2188
483300,2199
526300,2199
264756,2184
296706,2184
329137,2184
371932,2187
403022,2188
393192,2193
340528,2199
388901,2202
568747,2181
340228,2184
415194,2184
513978,2187
544879,2188
452823,2199
515563,2203
469050,2181
482322,2180
563491,2183
511215,2187
470450,2203
469737,2188
583374,2188
592484,2189
562830,2184
513580,2191
480558,2193
465073,2195
538475,2198
480290,2199
456414,2200
594007,2201
497536,2202
566453,2681
541957,2709
427590,2184
585418,2665
599040,2178
599040,2184
226004,2675
318176,2179
75466,2181
273826,2181
67569,2180
257116,2180
601152,2180
278983,2182
278983,2198
430152,2183
21726,2183
193132,2183
199581,2183
437924,2183
30277,2183
167690,2183
413288,2184
271773,2184
195312,2184
389581,2184
575918,2184
556628,2184
344739,2184
20638,2184
24104,2184
181806,2184
542161,2182
542161,2198
333423,2185
229619,2186
229619,2204
252590,2186
252590,2204
